file_name,volume,surface_area,bounding_box_x,bounding_box_y,bounding_box_z,bounding_box_volume,compactness,triangle_count,edge_count,vertex_count,profitable
200514_sivu2.stl,47932.13671875,44504.1328125,52.03090047836304,91.99999713897704,134.2131004333496,642456.9994025176,1.0770266420130574,12262,18393,6125,1.0
200514_takaosa.stl,18278.6171875,18364.515625,16.034500122070312,96.82649993896484,76.86900329589844,119344.087596313,0.9953225862715886,24516,36774,12258,1.0
20x_61013212.stl,7510.43212890625,8019.01220703125,89.0,19.0,33.0,55803.0,0.936578213750683,14322,21483,7163,1.0
20x_61013217.stl,2351.08154296875,2799.255615234375,12.486000061035156,20.0,40.0,9988.800048828123,0.8398952672179956,13480,20220,6738,1.0
20x_61013219.stl,1255.1173095703125,1352.7716064453125,8.5,20.0,40.0,6800.0,0.927811689416215,3160,4740,1578,1.0
20x_SE-009085-1__00051910.stl,122452.2890625,47308.68359375,170.99830627441406,138.9687957763672,48.414398193359375,1150492.0996546247,2.5883681337241287,156236,234354,78094,1.0
20x_SE-009088-1__00051909.stl,198901.203125,101095.6640625,174.99940490722656,207.25060176849365,71.51239967346191,2593664.056728177,1.9674553302507023,201270,301905,100601,1.0
220393_Paristokotelon_runko.stl,19921.318359375,11717.83984375,37.993900299072266,83.0,38.0,119832.76154327393,1.7000845398992654,27044,40566,13508,1.0
240x_DRW245906-B_SLD240100-B-Pin Guide.stl,254.1822967529297,431.9065551757813,7.999961853027344,7.996360778808594,8.300300598144531,530.9750533441673,0.5885122457784422,3582,5373,1785,1.0
244089 rev.1_final.stl,78642.984375,98890.9921875,25.50020217895508,188.50000190734863,45.00090217590332,216309.8037401361,0.7952492197256023,248550,372825,124252,1.0
244089 rev.1__244089 rev.1.stl,150252.953125,48517.96875,188.5,45.00080190429435,25.500200271606445,216309.30338764135,3.0968516818833227,126136,189204,63050,1.0
244089 rev.1__244089 rev.1_honey.stl,77137.1328125,102416.0078125,25.50020217895508,188.50000190734863,45.00079917907715,216309.3086562116,0.7531745716325932,336002,504003,167882,1.0
25x__02__05_LIS�OSA-kytkin 111215__TEST.stl,266.90625,533.80322265625,13.964900970458984,20.60169982910156,12.370201110839844,3558.9154932038014,0.5000086898536354,4582,6873,2293,1.0
25x__03__Kattopalikka070518__Document.stl,10347.04296875,5836.91552734375,32.173521019518375,45.35831451416016,47.81360626220703,69776.1496812044,1.7726902026040985,14788,22182,7378,1.0
2x_NLAA_200716_FIX.stl,93941.375,83216.9375,95.70811462402344,272.8993110656738,114.23699951171876,2983719.468110857,1.128873253717129,122728,184092,61340,1.0
2x_NLAA_200716_FIX_1_1.stl,93664.3359375,83327.0234375,114.8086986541748,276.4744873046875,136.3248996734619,4327180.809599809,1.1240571434518307,93292,139938,46621,1.0
2x_NLAB_200716_FIX.stl,87011.6484375,83897.609375,136.83909606933594,284.1419982910156,133.56209754943848,5193125.976309059,1.0371171370161585,101782,152673,50859,1.0
2x_NLAB_200716_FIX_NOLOGO.stl,87113.7890625,83821.7734375,131.1041717529297,284.6377620697021,133.91760158538818,4997429.660174547,1.039273991589484,100952,151428,50443,1.0
2_1.stl,1600.63671875,1796.0706787109375,26.0,26.0,4.522800445556641,3057.413101196289,0.8911880460621946,3770,5655,1887,1.0
2_ala.stl,890637.25,323194.0,309.99999618530273,42.49840081180446,275.000700712204,3622997.8561595306,2.755735719103696,117188,175782,55084,1.0
2_yla.stl,900233.5,313151.53125,309.99999618530273,42.50410162960179,275.000700712204,3623483.8521091086,2.874753626164809,113084,169626,52645,1.0
3.stl,1208.0416259765625,1504.036865234375,19.90049743652344,25.87060546875,4.500299453735352,2316.924800292348,0.803199478616711,2616,3924,1310,1.0
300xR000229-R02__R000229-R02.stl,28129.865234375,12917.0205078125,47.997589111328125,52.54443550109863,53.684059143066406,135391.53135649124,2.1777363609016054,154324,231486,77156,1.0
3x_51479036v000_asm__51479035V000.stl,43618.1484375,18157.34765625,88.98509979248047,49.49919891357422,61.56020164489746,271153.6756835876,2.4022312764654288,48868,73302,24410,1.0
3x_51479036v000_asm__51480189V000.stl,15084.3955078125,9214.5400390625,25.23500061035156,65.00029754638672,59.34030055999756,97334.8594168358,1.6370209954991095,24730,37095,12363,1.0
3_1.stl,1225.9381103515625,1519.11474609375,20.0,26.0,4.522800445556641,2351.856231689453,0.8070082352264294,2616,3924,1310,1.0
4.stl,1195.9635009765625,1407.3045654296875,17.91039276123047,25.87060546875,4.500299453735352,2085.225924820945,0.8498256385684382,2286,3429,1145,1.0
40019000.02 v2_for print.stl,93520.5859375,83331.4921875,104.48551940917967,280.4950637817383,135.3226728439331,3965992.568190051,1.1222718264431657,372684,559026,186318,1.0
40019000.03 v28_for print.stl,92890.6796875,83029.921875,114.23728942871094,272.89940452575684,95.7082977294922,2983733.770565149,1.1187614969377568,434228,651342,217079,1.0
40019000.03 v28_for print_ajoas.stl,92985.3828125,83442.6015625,129.62477111816406,278.2782020568848,111.49583911895752,4021849.839487509,1.114363419539985,436426,654639,218284,1.0
40019000.04_for print_ajoasento.stl,93813.4609375,83814.4453125,130.13489532470703,278.49409103393555,109.66949844360352,3974619.961274136,1.1192994308763713,83224,124836,41580,1.0
40019000.04_for print_ajoasento_umpivarsi_230330.stl,96205.25,86264.3125,130.24310684204102,278.24121475219727,110.11530113220216,3990468.426451216,1.1152381235287767,91766,137649,45711,1.0
40019001.02 v2_for print.stl,86883.265625,83968.3359375,85.90810012817383,272.8998107910156,114.23800086975098,2678230.4516320066,1.0347146296869532,355520,533280,177697,1.0
40019001.02 v2_for print_cut_kahva.stl,86132.625,83354.953125,137.39981079101562,284.3281669616699,131.62809944152832,5142267.093414241,1.0333234171559615,343880,515820,171876,1.0
40019001.02 v2_for print_cut_logoinsertti.stl,743.6666870117188,1009.6914672851562,24.327621459960938,28.556076049804688,4.874366760253906,3386.2294539987943,0.7365286437561753,14664,21996,7333,1.0
40019001.02 v2_for print_cut_logoinsertti_korotettu.stl,754.1875,1054.1746826171875,24.32759094238281,28.55599975585937,5.074099540710449,3524.970258251746,0.7154293424383777,14664,21996,7333,1.0
40019001.03 v24_for print.stl,86426.8203125,83727.421875,114.23760223388672,272.89999771118164,85.90829658508301,2678229.0649447977,1.0322403147863557,223240,334860,111582,1.0
40019001.03 v24_for print_cut_kahva.stl,85802.4296875,83174.203125,114.23770141601562,272.89999771118164,85.90829658508301,2678231.3902077163,1.0315990591283468,406296,609444,203109,1.0
40019001.03 v24_for print_cut_kahva_220614_ajoas.stl,85195.6640625,82892.4609375,133.7104949951172,277.3114051818848,111.48169803619383,4133679.519229734,1.027785435478102,221932,332898,111040,1.0
40019001.03 v24_for print_cut_logoinsertti.stl,733.25,1025.4183349609375,11.345184326171877,18.91659545898437,21.47203826904297,4608.162709236102,0.7150740093095104,13992,20988,6997,1.0
40019001.03 v24_for print_cut_logoinsertti_korotettu.stl,741.4583129882812,1061.784423828125,11.532669067382812,18.91659545898437,21.47203826904297,4684.314860506663,0.698313420642441,15458,23187,7718,1.0
40019001.03 v24_for print_cut_Logoinsertti_korotettu_220614.stl,1281.828125,1736.080322265625,22.872413635253903,25.768096923828125,11.434494018554688,6739.24574973908,0.7383460941065126,3390,5085,1692,1.0
40019001.04_cut_for_print_ajoasento_221014.stl,85681.9296875,82877.40625,132.72267150878906,276.9435119628906,111.37008571624756,4093594.910154138,1.0338394209519557,141200,211800,70568,1.0
40019001.04_cut_for_print_ajoasento_umpivarsi_230330.stl,88072.8359375,84959.921875,132.6707000732422,277.05791091918945,111.12859916687012,4084805.8169079255,1.0366397943147827,81992,122988,40918,1.0
40019001.04_for print_ajoasento.stl,86063.671875,83004.1328125,132.7130889892578,276.99719619750977,111.03389835357666,4081734.186490468,1.036860081044534,76714,115071,38323,1.0
40019001.04_Logoinsertti_221014.stl,1379.9691162109375,1846.0970458984373,25.559298515319824,27.41919994354248,11.368200302124023,7967.0111653653885,0.7475062696605691,5160,7740,2582,1.0
40019014.00 Case A Right Adapter Battery RRC2040.stl,32982.55078125,38781.04296875,32.950103759765625,84.44899654388428,127.02710056304932,353466.0163266156,0.8504812727142883,121940,182910,60962,1.0
40019015.00 Case B Left Adapter Battery RRC2040.stl,32377.373046875,38361.72265625,41.24971008300781,84.44919681549072,127.02149391174316,442479.9945900594,0.8440020626028896,116026,174039,58011,1.0
40019016.00 LID Adapter Battery RRC2040.stl,4313.01708984375,5406.69287109375,64.5,36.70339870452881,13.925399780273438,32966.56276646903,0.797718160190454,28592,42888,14298,1.0
40019019.00.stl,319.8714294433594,576.2487182617188,7.447119474411011,31.82787322998047,2.2318115234375,528.9973013771734,0.5550926523676556,556,834,280,1.0
40019023.04 CB Case Left Half RRC2040 v7_ajoasento.stl,34631.57421875,40093.52734375,98.90573120117188,106.63751411437988,111.07549373190705,1171520.0420910558,0.8637697033196696,93030,139545,46449,1.0
40019024.04 CB Case Right Half RRC2040 v14_ajoasento.stl,33297.43359375,39003.875,98.76132202148438,105.45170783996582,111.07723867717868,1156819.4644737754,0.8536955262457897,78114,117171,39051,1.0
40019025.02 CB Case Battery Hatch RRC2040 v15_ajoasento.stl,4263.34228515625,5809.0810546875,27.798355102539062,64.4991340637207,32.09241780864522,57540.73698319413,0.7339099325729062,36962,55443,18479,1.0
40023001.00 Front Cover FL BLK.stl,121428.2421875,97476.734375,183.5283966064453,173.3968985080719,22.474299430847168,715205.3563340114,1.2457151233683808,234112,351168,116799,1.0
40023005.08 Hull.stl,156390.328125,108854.6953125,154.32579803466797,101.61989974975586,278.1383972167969,4361925.475107688,1.436688860099555,80208,120312,39908,1.0
40023009.02 Display Frame.stl,14110.1376953125,13206.75390625,138.95000457763672,32.2174015045166,92.65090370178224,414761.7847359091,1.0684031667035894,8216,12324,4108,1.0
40x__01-fixed__56100363.stl,2856.324462890625,2125.463134765625,21.99298095703125,21.993000507354736,10.804700374603271,5226.143258446097,1.3438597998574988,189786,284679,94893,1.0
40�_Piippu L212xd23_6xD38R2 19112019.stl,147450.265625,42202.67578125,38.0,38.0,212.0,306128.0,3.493860588112517,36160,54240,18080,1.0
42019000_00 v1.stl,6355.33984375,5720.60107421875,7.600555419921875,24.780000686645508,90.47811817750336,17040.808790324332,1.11095665670376,44318,66477,22161,1.0
4D00152159__CHUCK_NARROW_L_F563593.stl,136303.953125,36703.17578125,69.5791015625,33.000099182128906,182.0,417893.3399669975,3.71368281418938,17578,26367,8777,1.0
4D00152160__CHUCK_NARROW_R_F563593.stl,136303.46875,36703.4140625,69.57929992675781,33.000099182128906,182.0,417894.5313463106,3.713645507687573,16672,25008,8324,1.0
4x_kaulus.stl,90453.6640625,30303.296875,150.81809616088867,34.680999755859375,98.37329864501952,514543.7378095152,2.9849446558774804,5470,8205,2729,1.0
4x_pes�1_mod040918.stl,580795.4375,314884.125,210.0,176.08280563354492,84.36779880523682,3119700.930938033,1.844473542449941,152344,228516,76153,1.0
4x_pes�2_mod040918.stl,582862.4375,305669.78125,210.0,176.08260536193848,76.00050000002375,2810296.8702509794,1.9068369634592397,160640,240960,80305,1.0
4x_pistin.stl,357250.25,135269.671875,150.81899642944336,119.22629928588869,98.3843994140625,1769108.0119866815,2.641022522255601,48802,73203,24403,1.0
4_1.stl,778.384765625,910.1261596679688,12.0,26.0,4.522700309753418,1411.0824966430664,0.8552493051171823,1178,1767,591,1.0
5-pes_R000328-R00.stl,1988.5745849609373,1776.6397705078125,20.0,19.99519920349121,13.100000381469728,5238.742343865961,1.1192896939330297,29640,44460,14820,1.0
5.stl,766.9323120117188,901.081298828125,11.940185546875,25.87049865722656,4.500200271606445,1390.1053573182653,0.8511244357297507,1178,1767,591,1.0
50019012.00_Clamp Left tripod mount.stl,30558.818359375,19015.65234375,27.183300971984863,67.95010185241699,122.66499710083008,226575.50601850697,1.6070349734501204,36842,55263,18417,1.0
50019013.00_Clamp Right w insert tripod mount.stl,38519.859375,23442.11328125,39.18239974975586,67.9502010345459,130.6280002593994,347790.77271050663,1.6431905653237255,114900,172350,57446,1.0
5103952 DRAFT BrainStatus_JackBox_A-Cover_17042020.stl,34521.30078125,43266.71484375,84.70359706878662,124.6077003479004,22.349998474121094,235897.985772059,0.7978720109885278,133676,200514,66788,1.0
5103952A01 BrainStatus_JackBox_A-Cover_1.000.stl,34526.76171875,43238.734375,84.70359706878662,124.60759353637695,22.349998474121094,235897.78356446532,0.7985146239320285,112196,168294,56046,1.0
5103952A03_BrainStatus_JackBox_A-Cover_2.000.stl,34645.25,43174.234375,84.70399475097656,65.94549560546875,116.12970733642578,648682.7673043234,0.8024519832611392,1600712,2401068,800312,1.0
5103953 DRAFT BrainStatus_JackBox_B-Cover_17042020.stl,38027.96875,40267.0546875,84.70600128173828,144.75959491729736,17.797399520874023,218231.8274086608,0.9443940969887952,124516,186774,62211,1.0
5103953A01 BrainStatus_JackBox_B-Cover_1.000.stl,33422.93359375,40623.8515625,84.70600128173828,144.75949478149414,17.800100326538086,218264.7937227939,0.822741623657438,80442,120663,40202,1.0
5103953A02 BrainStatus_JackBox_B-Cover_2.000.stl,38179.11328125,40130.77734375,84.70600032806396,144.75610065460205,17.7972993850708,218225.32935185664,0.9513673994953412,97996,146994,48961,1.0
5103953A03_BrainStatus_JackBox_B-Cover_3.000.stl,37984.875,40211.99609375,84.70730590820312,65.0738525390625,135.6318712234497,747634.1690205847,0.944615505070733,1232888,1849332,616426,1.0
5103954 DRAFT BrainStatus_JackBox_Connector_Cover_17042020.stl,3809.821533203125,4059.06494140625,82.08981323242188,4.468199729919434,23.099998474121094,8472.9334786763,0.9385958559912138,26256,39384,13128,1.0
5103954A01 BrainStatus_JackBox_Connector_Cover_1.000.stl,3831.771240234375,4058.40966796875,82.08981323242188,4.468199729919434,23.099998474121094,8472.9334786763,0.9441558525934104,19066,28599,9533,1.0
5103954A02 BrainStatus_JackBox_Connector_Cover_2.000.stl,3805.333251953125,4077.033203125,82.08979797363281,11.538497924804688,21.113426208496094,19998.48874146588,0.9333584158785804,178356,267534,89178,1.0
5104047 DRAFT BrainStatus_JackBox_Plug_1_17042020.stl,32.34635543823242,80.67292785644531,4.49908447265625,3.399999618530273,5.557399749755859,85.01090759843105,0.4009567558498886,8268,12402,4134,1.0
5104047A02 BrainStatus_JackBox_Plug_1_2.000.stl,15.5,79.2096176147461,4.5,3.399993896484375,5.35870361328125,81.98801810201257,0.1956833079966091,58564,87846,29284,1.0
5104048 DRAFT BrainStatus_JackBox_Plug_2_17042020.stl,32.57096481323242,75.84896087646484,4.25,3.3000001907348637,5.835300445556641,81.84009347916162,0.4294187347705492,8304,12456,4154,1.0
5104048A02 BrainStatus_JackBox_Plug_2_2.000.stl,53.5,73.20779418945312,4.25,3.329010009765625,5.535102844238281,78.31225428759353,0.7307965031912902,62386,93579,31195,1.0
51479035V000_Mallikappale.stl,42392.7734375,20527.962890625,49.49510192871094,103.09870052337646,54.05379962921143,275830.09040968923,2.065123249850599,151056,226584,75492,1.0
51479035V000_Tekstilaatikko.stl,42467.15625,20253.55859375,49.49510192871094,103.09870052337646,54.05379962921143,275830.09040968923,2.0967750458976058,149684,224526,74806,1.0
51479035V000_Tekstilaatikko_300921.stl,42467.15625,20253.55859375,49.49510192871094,103.09870052337646,54.05379962921143,275830.09040968923,2.0967750458976058,149684,224526,74806,1.0
51479035v000__51479035V000.stl,42492.15625,20242.939453125,88.98519897460938,49.5,61.55999851226807,271157.4714662961,2.099109980958832,150988,226482,75458,1.0
51479036v000_asm__51480189V000.stl,15085.7763671875,9214.455078125,25.23499965667725,64.9999008178711,59.34000110626221,97333.77047057018,1.637185947436104,77336,116004,38666,1.0
51480189V000_300921.stl,15085.7763671875,9214.455078125,25.23499965667725,64.9999008178711,59.34000110626221,97333.77047057018,1.637185947436104,77336,116004,38666,1.0
55185491_Detecting Element for Sandvik Joystick.stl,15779.6875,18000.67578125,43.08428955078125,42.44879150390625,70.9906997680664,129833.18874948466,0.8766163943931793,115994,173991,57995,1.0
5825362-31052019.stl,516.62060546875,639.2493896484375,10.0,16.325600624084473,9.99619960784912,1631.9396255637455,0.8081675381072658,12770,19155,6386,1.0
5825362.stl,17822.76953125,17992.607421875,121.99999833106996,38.0,10.00029993057251,46361.38984392172,0.9905606849167112,169582,254373,84773,1.0
