file_name,volume,surface_area,bounding_box_x,bounding_box_y,bounding_box_z,bounding_box_volume,compactness,triangle_count,edge_count,vertex_count
01-28x__N0011043-R03_ajoasento.stl,122034.2109375,52149.67578125,131.5105972290039,135.55639266967773,36.15479850769043,644535.2865056867,2.3400761195408317,20820,31230,10366
01-or1040-1005.stl,10596.3310546875,9333.9287109375,175.99929809570312,21.999300003051758,10.746999740600586,41610.89302225355,1.1352487663925177,424658,636987,212319
017240-A__Tiiviste.stl,14083.9921875,12077.357421875,49.2978515625,49.29804611206055,24.699996948242188,60028.10024432528,1.1661484955301977,43236,64854,21616
017240-A__Tiiviste_ajoasento.stl,14083.9921875,12077.357421875,49.2978515625,49.29804611206055,24.699996948242188,60028.10024432528,1.1661484955301977,43236,64854,21616
01b_muotti_045188_08__Duckbill Check Valve.stl,367.40625,627.2952270507812,10.399898529052734,13.000503540039062,10.399993896484375,1406.119918267946,0.5856991001308184,9628,14442,4816
01e-FIX3__t2136_1_asm.stl,568.0520629882812,1418.6202392578125,20.809310913085938,17.720001220703125,18.823101043701172,6940.849380196116,0.4004257427523184,11098,16647,5547
01e-FIX3__t2136_1_asm_pinneill�.stl,573.5748901367188,1441.968994140625,20.7095947265625,17.67439842224121,20.440000534057617,7481.645799167715,0.39777199958349596,11266,16899,5631
01_100x_SLD251260_A_CPU Plastic Handle_FSC301__DRW252752-A_AJOAS.stl,510.7903747558594,591.9453125,18.1495361328125,15.556221783161163,16.24057388305664,4585.334548853486,0.8629012916727158,4090,6135,2043
01_102137.stl,4264.859375,4998.41064453125,36.88438034057617,39.07248497009277,32.50000000000003,46837.842885871345,0.8532430963162607,113932,170898,56958
01_150x_BX3826_23042020_ajoasento.stl,4173.287109375,3684.4248046875,32.64837646484375,32.409685134887695,25.053466796875,26509.664514435804,1.1326834799465975,77356,116034,38672
01_15x_6206423-T001_SAP_AJOASENTO.stl,7687.90625,7037.77490234375,36.120849609375,58.11914587020874,41.043641090393066,86163.44632875679,1.0923774000557678,4906,7359,2455
01_1x_10031200_155223-C__vahvistettu.stl,247935.328125,174636.546875,364.0,290.0009880065918,83.3365999981761,8797041.466515558,1.4197218884685416,379252,568878,189444
01_1x_Aurora powertrains kuomun rim valu muutos.stl,1098427.5,642899.0,416.62290954589844,400.41473388671875,565.0586242675781,94264182.38788638,1.708553754166673,270346,405519,135167
01_1x_Tuulilasin kiinnikkeiden jigi sivu.STL,45611.83203125,32518.37109375,146.92363739013672,184.81265258789062,179.10107421875,4863193.643903959,1.4026481184974406,39688,59532,19842
01_200x_56100355_002_ajoasento_P100_kone.stl,6608.90234375,11398.3271484375,53.720367431640625,64.09636306762695,70.47999143600464,242682.35724750964,0.5798133583712728,63542,95313,31761
01_210x_SLD257711_H_Battery cover_for DMU801__DRW256364-H_AJOASENTO.stl,380.484375,690.8238525390625,15.273956298828125,21.447492599487305,14.993499755859375,4911.69156786213,0.5507690181825121,54820,82230,27412
01_300x_BX4016A_1_16.stl,1823.61328125,4539.56103515625,42.01210021972656,35.91069793701172,68.09810066223145,102738.50405079394,0.40171577540805814,14722,22083,7363
01_400x_8120543_Tapilla.stl,14975.4375,11317.70703125,26.31134033203125,101.34255504608154,130.54208374023438,348085.04304453096,1.323186530509265,11588,17382,5796
